standid,basalarea,stemdensity,dbh,meanheight,effLAI,stembiomass,woodybiomass,pred_basalarea,pred_meanheight,pred_effLAI,pred_stembiomass,set
24127689,15.32,1340,13.92,11.25,2.27,35.11,46.21,0.0,0.0,0.0,0.0,training
24127696,20.12,637,21.96,17.94,3.43,67.57,85.14,0.0,0.0,0.0,0.0,training
24127841,13.12,886,15.13,12.12,2.3,31.07,41.36,0.0,0.0,0.0,0.0,training
24127691,17.22,974,16.8,13.83,2.55,47.04,60.24,0.0,0.0,0.0,0.0,training
24127818,17.76,1727,13.41,12.64,2.8,47.26,59.17,0.0,0.0,0.0,0.0,training
24127378,12.72,1396,12.44,9.53,1.39,23.89,32.39,0.0,0.0,0.0,0.0,training
24127379,14.7,523,20.37,16.21,1.88,46.38,58.29,0.0,0.0,0.0,0.0,training
24127822,22.67,547,24.94,20.15,3.61,85.44,105.74,0.0,0.0,0.0,0.0,training
24127823,17.17,1879,12.06,9.28,1.61,31.01,41.91,0.0,0.0,0.0,0.0,training
24128281,20.5,540,23.54,18.54,1.59,71.85,87.93,0.0,0.0,0.0,0.0,training
24127870,22.35,678,22.04,17.95,1.76,75.01,92.01,0.0,0.0,0.0,0.0,training
24128379,14.71,507,20.72,15.85,1.19,44.98,56.31,0.0,0.0,0.0,0.0,training
25187790,28.61,646,25.92,21.5,3.94,116.99,141.7,0.0,0.0,0.0,0.0,training
25187791,4.73,487,22.42,19.03,0.87,17.81,22.1,0.0,0.0,0.0,0.0,training
25036544,23.79,775,21.91,18.22,3.74,84.36,104.42,0.0,0.0,0.0,0.0,training
25036548,29.95,717,25.38,20.75,5.75,118.27,146.36,0.0,0.0,0.0,0.0,training
25036549,18.39,1379,14.68,12.84,2.73,47.72,60.78,0.0,0.0,0.0,0.0,training
25036551,19.79,2104,13.24,13.74,3.16,59.72,72.15,0.0,0.0,0.0,0.0,training
25036552,12.77,3530,10.14,8.93,1.16,24.22,31.52,0.0,0.0,0.0,0.0,training
25036400,19.36,478,24.49,20.43,3.6,77.51,95.57,0.0,0.0,0.0,0.0,training
25036554,29.17,1020,21.04,17.67,5.66,99.64,125.5,0.0,0.0,0.0,0.0,training
25036555,11.21,3378,7.13,6.85,1.21,16.67,22.7,0.0,0.0,0.0,0.0,training
25036561,15.64,1076,15.12,11.92,2.55,36.78,48.89,0.0,0.0,0.0,0.0,training
25036517,26.34,701,24.32,19.2,3.51,96.02,118.44,0.0,0.0,0.0,0.0,training
25036518,12.32,5697,6.01,6.44,1.27,17.64,24.06,0.0,0.0,0.0,0.0,training
25036519,13.38,1642,11.63,9.12,1.86,24.25,33.44,0.0,0.0,0.0,0.0,training
25036393,18.35,1197,15.44,13.0,2.94,47.33,61.22,0.0,0.0,0.0,0.0,training
25036550,29.8,491,30.51,23.38,5.17,124.05,152.56,0.0,0.0,0.0,0.0,training
25187802,28.18,1315,18.32,16.12,3.69,88.96,109.86,0.0,0.0,0.0,0.0,training
25187698,15.89,619,19.48,15.03,1.3,46.73,58.7,0.0,0.0,0.0,0.0,training
25187701,28.81,1032,20.76,17.43,4.46,96.47,120.31,0.0,0.0,0.0,0.0,training
25036639,11.79,6316,5.49,6.44,1.08,17.31,23.15,0.0,0.0,0.0,0.0,training
25036473,12.92,2217,9.97,8.63,1.84,22.91,31.18,0.0,0.0,0.0,0.0,training
25036543,29.99,1259,19.03,16.9,5.65,100.87,125.64,0.0,0.0,0.0,0.0,training
25036401,24.86,715,22.84,19.71,3.8,92.62,113.63,0.0,0.0,0.0,0.0,training
25187810,24.18,954,20.27,16.53,3.3,78.75,98.07,0.0,0.0,0.0,0.0,training
25187811,39.72,729,28.73,22.91,7.39,164.27,202.43,0.0,0.0,0.0,0.0,training
25187690,11.15,744,14.96,11.37,0.94,25.87,33.51,0.0,0.0,0.0,0.0,training
25187703,17.65,1553,14.46,12.65,2.37,45.73,57.86,0.0,0.0,0.0,0.0,training
25187704,22.49,897,20.02,16.7,3.86,72.84,91.65,0.0,0.0,0.0,0.0,training
24127572,30.34,981,21.78,19.42,5.43,123.16,149.16,0.0,0.0,0.0,0.0,training
24133666,29.7,1557,16.73,16.68,5.57,107.23,129.19,0.0,0.0,0.0,0.0,training
24127573,21.12,906,18.67,16.45,4.03,72.5,89.99,0.0,0.0,0.0,0.0,training
24128619,24.59,2205,14.02,13.51,3.55,69.26,85.35,0.0,0.0,0.0,0.0,training
24128621,17.02,1193,15.03,12.31,2.45,42.34,54.84,0.0,0.0,0.0,0.0,training
24128616,13.41,1183,13.6,12.65,2.43,36.2,45.72,0.0,0.0,0.0,0.0,training
24127544,23.86,579,24.53,17.39,4.73,89.87,116.0,0.0,0.0,0.0,0.0,training
24127738,29.65,852,23.25,19.05,4.36,108.5,133.65,0.0,0.0,0.0,0.0,training
24127739,12.04,782,16.34,13.16,1.74,31.28,40.32,0.0,0.0,0.0,0.0,training
24127740,23.17,1090,18.03,15.61,4.35,74.93,93.84,0.0,0.0,0.0,0.0,training
24127741,26.34,1790,15.44,13.91,3.69,74.28,92.7,0.0,0.0,0.0,0.0,training
24127742,26.37,704,24.07,19.73,3.4,99.01,120.91,0.0,0.0,0.0,0.0,training
24127599,30.82,741,25.28,21.17,5.64,128.64,156.97,0.0,0.0,0.0,0.0,training
24127601,28.84,784,23.83,20.02,5.82,109.37,136.13,0.0,0.0,0.0,0.0,training
24127602,29.84,991,21.31,19.3,5.74,120.57,146.63,0.0,0.0,0.0,0.0,training
24127588,30.11,548,28.59,22.7,2.99,125.12,150.18,0.0,0.0,0.0,0.0,training
24127570,29.23,1073,21.35,17.33,4.42,100.02,124.26,0.0,0.0,0.0,0.0,training
24127592,29.01,822,23.95,19.07,4.57,107.39,132.69,0.0,0.0,0.0,0.0,training
24127324,21.17,581,23.64,19.38,4.11,76.15,95.56,0.0,0.0,0.0,0.0,training
24127584,38.1,615,30.46,24.47,5.93,164.68,199.61,0.0,0.0,0.0,0.0,training
24127585,37.22,550,31.54,24.92,5.98,165.51,200.52,0.0,0.0,0.0,0.0,training
24127590,31.74,836,24.17,19.93,5.01,120.49,148.14,0.0,0.0,0.0,0.0,training
24127563,25.11,955,20.39,16.77,4.01,80.37,101.25,0.0,0.0,0.0,0.0,training
24127565,25.18,982,19.72,16.32,2.38,75.95,94.78,0.0,0.0,0.0,0.0,training
24127553,17.21,3093,10.87,9.69,2.39,34.41,45.41,0.0,0.0,0.0,0.0,training
24127576,36.46,514,32.59,25.74,6.99,164.22,200.28,0.0,0.0,0.0,0.0,training
24127394,23.16,1532,15.81,13.79,3.74,64.02,81.25,0.0,0.0,0.0,0.0,training
24127434,23.69,709,22.85,18.42,3.88,83.19,103.89,0.0,0.0,0.0,0.0,training
24127391,14.99,1425,12.76,10.35,1.65,30.36,40.17,0.0,0.0,0.0,0.0,training
24127327,25.58,675,24.33,20.21,5.39,94.5,118.56,0.0,0.0,0.0,0.0,training
24127328,28.84,867,24.35,19.81,5.61,108.68,134.83,0.0,0.0,0.0,0.0,training
24127710,38.33,732,28.12,22.57,4.57,157.22,189.93,0.0,0.0,0.0,0.0,training
24126790,19.44,816,18.39,16.62,2.61,64.65,79.07,0.0,0.0,0.0,0.0,training
24127708,19.16,802,18.64,16.21,3.32,62.0,77.64,0.0,0.0,0.0,0.0,training
24127612,11.28,752,15.28,11.76,1.69,26.79,35.44,0.0,0.0,0.0,0.0,training
24126757,18.42,1043,16.24,13.84,3.38,50.36,65.01,0.0,0.0,0.0,0.0,training
24127331,19.9,498,23.95,19.49,1.75,72.78,88.52,0.0,0.0,0.0,0.0,training
24126758,21.99,485,25.8,20.54,2.1,83.73,101.73,0.0,0.0,0.0,0.0,training
24126759,26.77,683,24.53,19.71,4.73,97.58,122.02,0.0,0.0,0.0,0.0,training
24126760,29.6,536,28.55,22.53,3.67,121.69,147.48,0.0,0.0,0.0,0.0,training
24127335,20.55,641,22.18,17.65,3.09,68.09,85.66,0.0,0.0,0.0,0.0,training
24127615,16.4,732,18.2,14.46,1.49,46.28,58.38,0.0,0.0,0.0,0.0,training
24127617,25.55,729,23.43,18.63,2.96,90.31,111.17,0.0,0.0,0.0,0.0,training
24127666,21.38,638,22.32,20.12,3.68,90.55,108.71,0.0,0.0,0.0,0.0,training
24127663,20.44,704,20.51,19.77,3.54,88.16,104.64,0.0,0.0,0.0,0.0,training
24127661,25.54,592,25.56,21.15,4.78,102.37,126.19,0.0,0.0,0.0,0.0,training
24127765,17.81,1038,16.65,14.45,3.27,51.65,65.66,0.0,0.0,0.0,0.0,training
24127766,10.93,1175,12.12,9.57,1.57,21.68,29.23,0.0,0.0,0.0,0.0,training
24127731,35.04,483,32.8,24.85,6.55,149.39,184.0,0.0,0.0,0.0,0.0,training
24127729,28.34,1328,17.86,16.77,5.23,100.54,122.42,0.0,0.0,0.0,0.0,training
24127659,21.2,846,20.11,16.07,3.66,67.18,85.2,0.0,0.0,0.0,0.0,training
24127769,21.59,760,20.92,17.56,3.78,72.02,90.47,0.0,0.0,0.0,0.0,training
24127756,11.39,461,19.1,14.25,0.94,31.82,40.49,0.0,0.0,0.0,0.0,training
24127685,15.52,3342,8.54,7.74,1.48,25.58,33.89,0.0,0.0,0.0,0.0,training
24127675,14.16,428,21.99,16.59,1.13,45.46,56.62,0.0,0.0,0.0,0.0,training
24127682,11.46,557,16.99,15.83,2.25,40.03,49.08,0.0,0.0,0.0,0.0,training
24127734,22.36,860,20.3,16.68,2.42,72.17,89.23,0.0,0.0,0.0,0.0,training
24127779,17.64,487,23.14,17.94,1.76,59.56,73.92,0.0,0.0,0.0,0.0,training
24127732,31.26,776,25.27,20.03,3.58,118.51,144.44,0.0,0.0,0.0,0.0,training
24127735,30.8,747,25.31,20.54,3.08,117.28,142.06,0.0,0.0,0.0,0.0,training
24127693,9.68,504,18.31,14.2,1.51,27.12,34.97,0.0,0.0,0.0,0.0,training
24127635,11.68,2011,10.8,8.83,0.97,21.11,27.9,0.0,0.0,0.0,0.0,training
24127716,15.89,418,23.6,21.76,2.98,75.17,89.17,0.0,0.0,0.0,0.0,training
24127684,22.59,774,21.76,17.35,3.64,77.64,97.01,0.0,0.0,0.0,0.0,training
24127683,35.51,602,29.87,23.44,6.68,149.4,184.04,0.0,0.0,0.0,0.0,training
24127639,18.84,1564,14.1,11.97,2.64,45.02,58.24,0.0,0.0,0.0,0.0,training
24127754,10.62,939,12.99,10.17,1.22,22.56,29.7,0.0,0.0,0.0,0.0,training
24127678,26.57,1064,19.96,16.56,4.41,86.18,108.16,0.0,0.0,0.0,0.0,training
24127781,32.05,908,23.45,19.31,5.67,117.04,145.55,0.0,0.0,0.0,0.0,training
24127774,31.95,1194,20.26,17.49,5.1,112.48,138.5,0.0,0.0,0.0,0.0,training
24127679,10.27,683,15.14,12.32,1.78,25.9,33.9,0.0,0.0,0.0,0.0,training
24128299,11.46,1773,10.18,8.24,0.91,18.77,25.18,0.0,0.0,0.0,0.0,training
24128303,18.38,839,17.93,14.35,1.51,50.88,64.13,0.0,0.0,0.0,0.0,training
24128304,17.48,650,19.53,15.38,1.43,51.4,64.53,0.0,0.0,0.0,0.0,training
24128293,20.69,1518,14.99,12.82,2.76,53.13,67.68,0.0,0.0,0.0,0.0,training
24128305,14.01,913,15.1,11.69,1.18,32.57,42.14,0.0,0.0,0.0,0.0,training
24128306,12.41,1959,10.1,8.32,0.98,20.24,27.1,0.0,0.0,0.0,0.0,training
24127655,16.09,737,17.46,13.99,1.56,41.71,53.54,0.0,0.0,0.0,0.0,training
24127752,12.85,681,16.63,12.78,1.08,32.49,41.67,0.0,0.0,0.0,0.0,training
24127650,12.26,1422,13.21,10.21,0.98,24.17,31.84,0.0,0.0,0.0,0.0,training
24127658,14.41,595,18.84,14.27,1.2,40.06,50.9,0.0,0.0,0.0,0.0,training
24127843,26.71,711,23.68,18.93,2.46,94.81,116.09,0.0,0.0,0.0,0.0,training
28168209,32.4,830,24.34,20.06,4.85,121.35,149.39,0.0,0.0,0.0,0.0,training
24127642,33.31,450,32.82,25.58,6.02,145.33,177.83,17.48,21.5,2.87,59.23,holdout
24127416,18.32,257,31.25,21.99,1.78,72.76,89.08,18.36,16.31,2.84,48.33,holdout
24127469,11.8,640,16.42,11.99,1.01,28.59,37.18,18.66,14.55,1.66,55.07,holdout
25037112,23.9,798,21.03,17.07,2.14,76.63,94.89,24.29,15.89,2.39,80.93,holdout
25037148,14.03,552,19.75,15.64,1.65,43.26,54.22,15.69,15.16,1.97,45.41,holdout
25037157,18.69,742,19.3,15.36,1.82,55.29,69.51,21.24,15.85,2.05,73.74,holdout
24126872,25.65,719,23.34,19.02,3.24,93.52,114.71,24.19,17.68,2.97,83.19,holdout
24129176,31.21,809,24.65,19.97,5.92,115.33,144.1,29.57,20.95,5.29,112.98,holdout
24129129,18.14,1250,15.2,13.01,2.93,47.27,60.81,24.52,13.52,3.76,76.2,holdout
24129168,23.85,747,22.57,18.12,3.99,84.29,105.23,26.83,19.36,4.51,95.12,holdout
24129078,34.02,640,28.23,22.49,5.68,140.03,171.66,32.23,25.41,5.36,137.12,holdout
24129102,17.76,594,20.65,16.33,1.59,55.06,68.76,17.4,14.66,1.3,54.86,holdout
25036484,17.33,725,18.83,15.07,1.91,51.44,64.65,20.94,16.72,2.15,65.04,holdout
25036485,21.77,1038,17.81,14.8,2.67,62.55,78.9,23.63,15.21,2.62,78.07,holdout
25036427,22.23,606,23.4,19.38,2.94,82.74,101.32,19.08,17.3,2.1,61.41,holdout
24129097,31.98,449,32.12,25.73,5.27,146.02,176.26,27.32,20.5,4.71,98.81,holdout
25036499,31.14,507,30.23,23.49,4.8,131.26,160.07,32.5,23.45,5.34,134.06,holdout
24129194,22.44,406,28.45,22.94,2.83,95.57,115.07,20.57,17.52,2.66,69.74,holdout
28167698,20.42,294,30.44,23.69,1.97,88.02,105.59,20.32,16.46,2.41,57.2,holdout
25036586,18.61,760,18.86,15.44,2.03,55.29,69.39,17.32,15.38,2.41,40.46,holdout
25036588,16.14,702,18.64,14.39,2.35,45.52,58.69,20.39,19.18,2.63,74.01,holdout
25036576,18.29,867,17.46,14.41,2.44,50.47,64.46,18.05,18.18,3.31,46.41,holdout
25036559,20.67,587,23.49,18.36,2.4,73.22,90.28,21.13,17.31,2.73,69.5,holdout
25037161,16.26,758,17.94,14.37,1.77,45.74,57.88,23.12,17.16,2.79,76.83,holdout
25187711,25.57,1307,17.91,17.17,4.32,93.28,111.81,18.25,14.95,3.46,59.07,holdout
25187657,21.7,389,28.7,21.5,3.48,84.35,104.92,22.63,19.0,3.38,86.8,holdout
24127529,11.58,2628,9.33,8.25,1.67,20.11,27.48,11.57,9.2,1.56,22.15,holdout
25037103,26.75,1085,19.7,16.88,3.55,90.81,111.38,22.07,14.12,3.29,72.03,holdout
24127422,23.48,713,23.09,17.98,2.98,81.33,100.9,25.07,18.23,3.56,90.12,holdout
24127490,20.12,742,20.15,17.92,3.44,73.56,90.12,19.82,15.56,3.71,62.41,holdout
24127340,21.25,891,18.91,15.29,2.24,61.58,77.73,24.15,15.83,2.56,78.79,holdout
24129271,30.39,568,28.72,22.68,6.06,122.13,151.85,30.63,21.84,6.28,111.91,holdout
24129223,28.64,944,21.43,18.94,5.45,110.7,135.64,27.76,16.23,5.53,94.97,holdout
24126956,32.64,1067,21.85,18.34,6.0,117.92,146.66,27.56,16.36,4.67,93.18,holdout
24126999,26.57,978,20.46,17.13,4.44,87.82,110.14,30.84,19.78,5.34,116.29,holdout
24127002,17.55,779,18.4,14.56,2.36,49.51,63.47,21.87,17.67,2.44,84.55,holdout
24126949,16.25,1443,13.86,11.98,2.79,39.51,51.34,17.4,11.89,1.21,46.42,holdout
24126987,20.05,461,25.55,21.21,4.01,78.86,97.96,25.84,19.84,4.39,103.12,holdout
24126970,24.07,971,19.61,16.72,3.99,80.12,99.71,22.18,15.08,3.98,65.92,holdout
24126964,31.5,1000,22.21,18.76,6.2,112.69,140.89,29.18,18.11,5.67,106.28,holdout
24126947,18.78,787,19.07,15.84,3.24,58.21,73.79,25.67,17.17,4.47,85.79,holdout
24126902,19.3,561,22.71,18.44,2.64,68.62,84.86,22.15,17.04,3.0,69.87,holdout
24126973,11.18,6153,5.37,5.8,1.05,15.17,20.97,5.88,7.01,0.79,2.8,holdout
24127077,17.5,1608,13.05,10.3,1.92,34.85,46.58,20.82,13.41,2.38,65.01,holdout
24129127,21.82,804,20.46,17.08,3.91,71.9,90.54,25.83,17.96,4.71,85.34,holdout
24126979,22.13,1389,15.99,14.23,3.08,63.45,79.19,24.15,14.44,4.24,81.04,holdout
24127092,31.76,416,33.1,26.11,5.45,143.37,174.0,30.96,23.46,5.15,123.87,holdout
24127067,27.89,1124,19.41,16.89,4.27,94.41,116.49,25.17,16.02,3.71,78.87,holdout
24126880,17.68,650,20.22,16.52,2.22,57.41,71.42,21.43,16.68,2.73,67.36,holdout
24126936,25.11,1517,16.31,14.69,3.94,74.52,92.98,25.7,15.65,4.02,84.53,holdout
24127152,38.14,484,33.66,26.36,6.6,173.49,210.43,32.36,24.04,5.59,130.83,holdout
24127084,25.44,971,19.99,16.62,2.69,80.4,99.69,26.41,17.03,2.88,90.9,holdout
24127157,31.93,905,23.12,18.79,3.64,113.52,139.44,26.93,19.35,3.37,98.0,holdout
24128079,24.84,1011,19.25,16.54,4.17,81.53,101.82,21.83,15.19,3.48,67.48,holdout
24128071,11.85,2118,11.4,8.56,1.01,20.59,27.68,14.61,10.17,1.07,33.63,holdout
24128039,14.14,605,18.56,14.17,1.46,38.98,49.89,19.8,16.21,2.44,60.99,holdout
24128031,27.58,565,27.26,21.92,4.85,108.7,134.33,26.78,19.84,4.43,104.69,holdout
24127934,31.07,1025,21.63,18.52,5.81,112.06,139.22,27.26,18.12,5.57,88.9,holdout
24128087,18.54,598,21.24,16.58,1.66,58.91,73.39,17.83,14.87,1.64,55.05,holdout
24127202,20.65,379,27.77,21.85,1.81,83.18,100.23,17.4,15.45,1.24,62.21,holdout
24127191,29.49,885,22.37,18.22,3.09,99.2,122.67,26.96,18.92,3.42,98.32,holdout
24128158,31.52,1050,21.62,18.6,5.9,118.13,145.72,23.48,16.95,4.44,81.49,holdout
24127198,38.08,718,28.29,22.73,7.24,157.38,194.15,30.72,21.37,6.29,120.35,holdout
24128171,27.78,563,27.28,21.38,4.93,108.79,135.07,29.22,20.92,5.02,114.74,holdout
24127033,23.58,1246,17.08,15.23,4.03,72.73,90.75,25.63,15.86,4.31,85.0,holdout
24127115,25.05,1211,17.76,15.86,4.31,79.75,99.29,25.06,15.78,4.59,80.31,holdout
24127877,32.22,691,26.6,22.32,6.21,136.31,166.67,30.3,21.57,5.48,111.45,holdout
24128892,10.45,1910,12.33,9.75,0.89,20.97,27.35,10.0,8.71,0.96,18.34,holdout
24127362,21.08,764,20.81,16.39,2.41,67.57,84.29,23.0,17.85,2.61,79.63,holdout
24127364,29.25,907,22.24,18.63,4.86,104.36,129.57,29.26,20.42,4.66,109.87,holdout
24128989,35.64,851,25.66,20.8,6.84,139.14,172.36,26.07,16.95,4.66,92.53,holdout
24127107,26.44,1257,17.73,16.89,4.67,92.73,112.78,26.41,18.03,4.9,94.85,holdout
24127981,22.28,424,27.54,21.85,2.2,89.15,107.74,21.02,15.78,2.06,66.66,holdout
24127873,25.31,410,29.76,23.75,2.98,110.37,132.4,24.26,19.89,2.94,89.6,holdout
24127984,27.4,481,29.01,22.67,4.06,112.36,137.31,28.74,21.62,4.74,109.83,holdout
24127368,18.66,592,21.55,17.32,1.48,61.01,75.21,19.57,14.77,1.6,62.11,holdout
24127833,18.34,655,20.3,15.6,1.73,55.15,69.45,18.79,15.62,1.72,58.68,holdout
24127896,18.24,379,26.25,20.78,1.55,70.08,84.87,20.01,13.91,1.65,61.86,holdout
24127879,26.46,456,29.07,23.62,2.74,115.24,137.42,23.35,18.81,2.72,82.01,holdout
24127365,12.43,1500,11.85,9.46,1.01,22.35,29.82,14.26,13.82,0.41,51.96,holdout
24127419,10.77,1179,12.97,8.28,0.94,20.09,27.56,11.03,10.98,0.86,25.66,holdout
24128003,14.52,459,21.96,16.24,1.34,45.66,57.36,17.13,15.78,1.43,55.15,holdout
24127913,20.27,801,19.73,16.09,2.19,63.71,79.16,15.39,17.66,1.6,45.64,holdout
24127812,16.03,2089,10.96,8.66,1.43,27.68,37.23,20.82,12.98,1.58,63.13,holdout
24127799,16.06,480,22.13,16.98,1.28,52.22,64.8,16.95,14.5,1.25,52.56,holdout
24127646,20.31,767,20.18,16.76,3.91,65.69,83.46,28.16,20.64,5.34,105.7,holdout
24127608,28.0,974,21.18,17.6,4.89,96.48,120.48,24.66,16.74,5.2,81.27,holdout
24128014,14.05,679,17.39,13.5,1.17,37.6,47.77,17.98,14.28,1.29,55.27,holdout
24128011,12.91,671,16.47,13.0,1.27,32.53,41.88,18.4,18.45,2.14,58.55,holdout
24127690,27.43,760,23.57,19.52,4.96,101.9,126.53,25.62,18.49,4.66,83.54,holdout
24127902,19.43,415,26.27,20.44,1.79,73.77,89.78,16.83,15.97,1.33,55.16,holdout
24127925,29.34,704,25.27,19.98,3.58,109.97,134.83,22.27,18.54,2.63,74.74,holdout
24127912,19.54,446,25.13,19.6,1.68,71.63,87.46,16.52,15.23,1.27,51.73,holdout
24128383,17.81,415,24.88,19.24,1.52,64.34,78.79,17.83,15.99,1.45,55.21,holdout
24127999,11.99,321,23.36,16.88,0.95,38.95,48.72,11.55,15.07,0.94,35.96,holdout
24127816,12.57,3023,8.65,8.2,1.6,22.02,29.4,14.46,9.33,2.08,34.36,holdout
25187797,25.34,733,22.73,18.51,3.02,88.95,109.56,19.84,17.76,2.4,63.7,holdout
25036546,19.2,1696,13.95,13.35,3.23,54.74,67.91,18.11,13.83,3.31,51.18,holdout
25187726,13.64,3302,12.89,11.77,2.27,33.88,43.66,12.57,9.6,2.36,28.27,holdout
25187694,24.26,715,22.39,18.27,2.18,82.93,101.79,23.57,17.57,2.54,79.35,holdout
25036395,21.57,1343,15.93,13.96,3.53,60.34,76.51,25.72,15.49,4.43,84.19,holdout
25187706,32.49,668,27.08,21.72,5.49,133.39,163.72,31.53,21.22,5.98,119.82,holdout
25187696,21.96,787,20.46,16.53,2.06,68.68,85.46,24.02,18.49,2.38,89.91,holdout
24127571,40.45,792,28.02,22.13,6.03,164.88,201.26,30.71,22.41,4.64,113.69,holdout
24128624,14.83,1350,13.47,13.12,2.66,42.81,53.0,19.52,15.14,2.92,68.7,holdout
24127593,23.51,536,25.35,20.52,2.47,90.63,109.95,23.48,17.64,2.79,80.36,holdout
24127580,24.17,1044,18.71,16.28,3.95,79.78,99.04,23.67,15.46,3.75,76.49,holdout
24127336,20.94,656,22.27,18.14,4.01,71.07,89.91,25.4,19.79,4.7,91.42,holdout
24127554,28.22,841,23.12,18.76,5.59,97.68,123.55,30.98,20.86,5.89,117.5,holdout
24127555,23.86,579,24.53,17.39,4.73,89.87,116.0,26.7,19.78,4.57,97.36,holdout
24127329,24.41,753,23.07,19.15,5.04,90.46,112.84,28.0,21.63,5.48,102.27,holdout
24127703,20.12,441,25.47,20.78,3.86,76.57,95.51,25.63,18.28,3.91,96.56,holdout
24126761,21.67,557,24.42,19.11,2.61,78.5,96.74,20.04,16.1,2.5,65.72,holdout
24127725,35.51,768,26.4,21.65,4.72,141.69,172.07,32.03,22.46,4.93,120.76,holdout
24127687,12.54,3909,7.58,7.44,1.33,20.59,27.36,16.07,11.85,1.9,43.32,holdout
24127645,20.79,271,32.14,25.33,3.81,91.8,112.5,16.03,22.68,3.3,48.77,holdout
24127768,9.31,3059,6.54,6.05,0.91,12.77,17.58,9.74,9.14,1.26,16.74,holdout
24128301,15.95,1446,13.03,10.16,1.46,31.64,41.99,19.19,12.79,1.81,54.95,holdout
24128296,23.23,747,21.29,17.17,2.1,75.84,93.75,21.42,15.63,2.03,67.19,holdout
24127847,15.08,1578,12.71,9.65,1.35,29.05,38.76,19.14,12.59,1.79,54.47,holdout
